prompt_id,question_id,answer_category,n_trials,verdict_k,p_positive,p_negative,p_uncertain,majority_verdict,semantic_entropy,h_norm,active_clusters,flip_rate,spacy_label,evidence_present,question_length,context_length
P-Lee-Standard,odql_8642,confusing_wrong,3,3,0.0,0.3333333333333333,0.6666666666666666,UNCERTAIN,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,LAW,False,8,2000
P-Lee-Standard,odql_8642,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LAW,False,8,2000
P-Lee-Standard,odql_8642,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LAW,False,8,2000
P-Lee-Standard,qb_2184,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PRODUCT,True,8,435
P-Lee-Standard,qb_2184,correct,3,3,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,PRODUCT,True,8,435
P-Lee-Standard,qb_2184,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,PRODUCT,True,8,435
P-Lee-Standard,qb_3486,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,True,28,2000
P-Lee-Standard,qb_3486,correct,3,3,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,WORK_OF_ART,True,28,2000
P-Lee-Standard,qb_3486,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,True,28,2000
P-Lee-Standard,qb_4264,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LANGUAGE,True,7,2000
P-Lee-Standard,qb_4264,correct,3,3,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,LANGUAGE,True,7,2000
P-Lee-Standard,qb_4264,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LANGUAGE,True,7,2000
P-Lee-Standard,qb_7855,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,True,23,2000
P-Lee-Standard,qb_7855,correct,3,3,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,WORK_OF_ART,True,23,2000
P-Lee-Standard,qb_7855,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,True,23,2000
P-Lee-Standard,qf_1667,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LOC,True,12,2000
P-Lee-Standard,qf_1667,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LOC,True,12,2000
P-Lee-Standard,qf_1667,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LOC,True,12,2000
P-Lee-Standard,qf_2971,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,UNTAGGED,True,13,317
P-Lee-Standard,qf_2971,correct,3,3,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,UNTAGGED,True,13,317
P-Lee-Standard,qf_2971,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,UNTAGGED,True,13,317
P-Lee-Standard,qg_1241,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,True,13,1028
P-Lee-Standard,qg_1241,correct,3,3,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,PERCENT,True,13,1028
P-Lee-Standard,qg_1241,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,True,13,1028
P-Lee-Standard,qw_1694,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,NORP,True,8,2000
P-Lee-Standard,qw_1694,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,NORP,True,8,2000
P-Lee-Standard,qw_1694,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,NORP,True,8,2000
P-Lee-Standard,qw_9214,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORG,True,23,2000
P-Lee-Standard,qw_9214,correct,3,3,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,ORG,True,23,2000
P-Lee-Standard,qw_9214,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORG,True,23,2000
P-Lee-Standard,qz_4637,confusing_wrong,3,3,0.3333333333333333,0.6666666666666666,0.0,NEGATIVE,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,TIME,True,16,2000
P-Lee-Standard,qz_4637,correct,3,3,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,TIME,True,16,2000
P-Lee-Standard,qz_4637,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,TIME,True,16,2000
P-Lee-Standard,qz_5083,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,CARDINAL,True,9,2000
P-Lee-Standard,qz_5083,correct,3,3,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,CARDINAL,True,9,2000
P-Lee-Standard,qz_5083,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,CARDINAL,True,9,2000
P-Lee-Standard,sfq_1068,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,UNTAGGED,True,8,1620
P-Lee-Standard,sfq_1068,correct,3,3,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,UNTAGGED,True,8,1620
P-Lee-Standard,sfq_1068,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,UNTAGGED,True,8,1620
P-Lee-Standard,sfq_12025,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,QUANTITY,True,17,1588
P-Lee-Standard,sfq_12025,correct,3,3,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,QUANTITY,True,17,1588
P-Lee-Standard,sfq_12025,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,QUANTITY,True,17,1588
P-Lee-Standard,sfq_13707,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERSON,True,13,2000
P-Lee-Standard,sfq_13707,correct,3,3,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,PERSON,True,13,2000
P-Lee-Standard,sfq_13707,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,PERSON,True,13,2000
P-Lee-Standard,sfq_17940,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,GPE,False,14,2000
P-Lee-Standard,sfq_17940,correct,3,3,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,GPE,False,14,2000
P-Lee-Standard,sfq_17940,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,GPE,False,14,2000
P-Lee-Standard,sfq_7835,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,NORP,True,10,2000
P-Lee-Standard,sfq_7835,correct,3,3,0.6666666666666666,0.3333333333333333,0.0,POSITIVE,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,NORP,True,10,2000
P-Lee-Standard,sfq_7835,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,NORP,True,10,2000
P-Lee-Standard,tc_2020,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,True,10,2000
P-Lee-Standard,tc_2020,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,True,10,2000
P-Lee-Standard,tc_2020,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,PERCENT,True,10,2000
P-Lee-Standard,wh_738,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,ORG,True,16,1434
P-Lee-Standard,wh_738,correct,3,3,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,ORG,True,16,1434
P-Lee-Standard,wh_738,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,ORG,True,16,1434
P-Thakur,bb_3546,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,MONEY,True,33,1002
P-Thakur,bb_3546,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,MONEY,True,33,1002
P-Thakur,bb_3546,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,MONEY,True,33,1002
P-Thakur,bb_5774,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,FAC,False,12,2000
P-Thakur,bb_5774,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,FAC,False,12,2000
P-Thakur,bb_5774,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,FAC,False,12,2000
P-Thakur,bb_6022,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORDINAL,True,8,1243
P-Thakur,bb_6022,correct,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORDINAL,True,8,1243
P-Thakur,bb_6022,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORDINAL,True,8,1243
P-Thakur,bb_614,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PRODUCT,True,12,2000
P-Thakur,bb_614,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,PRODUCT,True,12,2000
P-Thakur,bb_614,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PRODUCT,True,12,2000
P-Thakur,bb_8330,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,DATE,False,11,2000
P-Thakur,bb_8330,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,DATE,False,11,2000
P-Thakur,bb_8330,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,DATE,False,11,2000
P-Thakur,bb_914,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,GPE,True,21,2000
P-Thakur,bb_914,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,GPE,True,21,2000
P-Thakur,bb_914,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,GPE,True,21,2000
P-Thakur,bb_965,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,FAC,True,16,2000
P-Thakur,bb_965,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,FAC,True,16,2000
P-Thakur,bb_965,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,FAC,True,16,2000
P-Thakur,bt_2321,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,EVENT,True,12,1583
P-Thakur,bt_2321,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,EVENT,True,12,1583
P-Thakur,bt_2321,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,EVENT,True,12,1583
P-Thakur,dpql_1728,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LAW,True,7,471
P-Thakur,dpql_1728,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,LAW,True,7,471
P-Thakur,dpql_1728,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LAW,True,7,471
P-Thakur,dpql_4253,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,EVENT,True,9,1923
P-Thakur,dpql_4253,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,EVENT,True,9,1923
P-Thakur,dpql_4253,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,EVENT,True,9,1923
P-Thakur,dpql_4600,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORDINAL,True,11,2000
P-Thakur,dpql_4600,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,ORDINAL,True,11,2000
P-Thakur,dpql_4600,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORDINAL,True,11,2000
P-Thakur,jp_3011,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LANGUAGE,True,8,2000
P-Thakur,jp_3011,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,LANGUAGE,True,8,2000
P-Thakur,jp_3011,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LANGUAGE,True,8,2000
P-Thakur,jp_3306,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,CARDINAL,True,9,2000
P-Thakur,jp_3306,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,CARDINAL,True,9,2000
P-Thakur,jp_3306,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,CARDINAL,True,9,2000
P-Thakur,jp_487,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,DATE,True,9,2000
P-Thakur,jp_487,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,DATE,True,9,2000
P-Thakur,jp_487,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,DATE,True,9,2000
P-Thakur,jp_620,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LOC,True,8,346
P-Thakur,jp_620,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,LOC,True,8,346
P-Thakur,jp_620,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LOC,True,8,346
P-Thakur,jp_67,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERSON,True,11,2000
P-Thakur,jp_67,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,PERSON,True,11,2000
P-Thakur,jp_67,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERSON,True,11,2000
P-Thakur,odql_11051,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,MONEY,True,12,2000
P-Thakur,odql_11051,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,MONEY,True,12,2000
P-Thakur,odql_11051,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,MONEY,True,12,2000
P-Thakur,odql_2231,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,TIME,True,14,2000
P-Thakur,odql_2231,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,TIME,True,14,2000
P-Thakur,odql_2231,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,TIME,True,14,2000
P-Thakur,odql_3814,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,QUANTITY,True,15,2000
P-Thakur,odql_3814,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,QUANTITY,True,15,2000
P-Thakur,odql_3814,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,QUANTITY,True,15,2000
P-Thakur,odql_8642,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LAW,False,8,2000
P-Thakur,odql_8642,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,LAW,False,8,2000
P-Thakur,odql_8642,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LAW,False,8,2000
P-Thakur,qb_2184,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PRODUCT,True,8,435
P-Thakur,qb_2184,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,PRODUCT,True,8,435
P-Thakur,qb_2184,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PRODUCT,True,8,435
P-Thakur,qb_3486,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,True,28,2000
P-Thakur,qb_3486,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,WORK_OF_ART,True,28,2000
P-Thakur,qb_3486,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,True,28,2000
P-Thakur,qb_4264,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LANGUAGE,True,7,2000
P-Thakur,qb_4264,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,LANGUAGE,True,7,2000
P-Thakur,qb_4264,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LANGUAGE,True,7,2000
P-Thakur,qb_7855,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,True,23,2000
P-Thakur,qb_7855,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,WORK_OF_ART,True,23,2000
P-Thakur,qb_7855,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,True,23,2000
P-Thakur,qf_1667,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LOC,True,12,2000
P-Thakur,qf_1667,correct,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LOC,True,12,2000
P-Thakur,qf_1667,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LOC,True,12,2000
P-Thakur,qf_2971,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,UNTAGGED,True,13,317
P-Thakur,qf_2971,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,UNTAGGED,True,13,317
P-Thakur,qf_2971,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,UNTAGGED,True,13,317
P-Thakur,qg_1241,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,True,13,1028
P-Thakur,qg_1241,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,PERCENT,True,13,1028
P-Thakur,qg_1241,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,True,13,1028
P-Thakur,qw_1694,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,NORP,True,8,2000
P-Thakur,qw_1694,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,NORP,True,8,2000
P-Thakur,qw_1694,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,NORP,True,8,2000
P-Thakur,qw_9214,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORG,True,23,2000
P-Thakur,qw_9214,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,ORG,True,23,2000
P-Thakur,qw_9214,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORG,True,23,2000
P-Thakur,qz_4637,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,TIME,True,16,2000
P-Thakur,qz_4637,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,TIME,True,16,2000
P-Thakur,qz_4637,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,TIME,True,16,2000
P-Thakur,qz_5083,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,CARDINAL,True,9,2000
P-Thakur,qz_5083,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,CARDINAL,True,9,2000
P-Thakur,qz_5083,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,CARDINAL,True,9,2000
P-Thakur,sfq_1068,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,UNTAGGED,True,8,1620
P-Thakur,sfq_1068,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,UNTAGGED,True,8,1620
P-Thakur,sfq_1068,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,UNTAGGED,True,8,1620
P-Thakur,sfq_12025,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,QUANTITY,True,17,1588
P-Thakur,sfq_12025,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,QUANTITY,True,17,1588
P-Thakur,sfq_12025,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,QUANTITY,True,17,1588
P-Thakur,sfq_13707,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERSON,True,13,2000
P-Thakur,sfq_13707,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,PERSON,True,13,2000
P-Thakur,sfq_13707,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERSON,True,13,2000
P-Thakur,sfq_17940,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,GPE,False,14,2000
P-Thakur,sfq_17940,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,GPE,False,14,2000
P-Thakur,sfq_17940,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,GPE,False,14,2000
P-Thakur,sfq_7835,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,NORP,True,10,2000
P-Thakur,sfq_7835,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,NORP,True,10,2000
P-Thakur,sfq_7835,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,NORP,True,10,2000
P-Thakur,tc_2020,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,True,10,2000
P-Thakur,tc_2020,correct,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,True,10,2000
P-Thakur,tc_2020,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,True,10,2000
P-Thakur,wh_738,confusing_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORG,True,16,1434
P-Thakur,wh_738,correct,3,2,1.0,0.0,0.0,POSITIVE,-0.0,0.0,1,0.0,ORG,True,16,1434
P-Thakur,wh_738,obvious_wrong,3,2,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORG,True,16,1434
